"Country","Response_measure","change","date_start","date_end"
"Netherlands","ClosDaycarePartial",1,2020-05-11,2020-06-08
"Netherlands","ClosHigh",1,2020-03-12,2020-06-14
"Netherlands","ClosHighPartial",1,2020-06-15,2020-09-01
"Netherlands","ClosPrim",1,2020-03-16,2020-05-10
"Netherlands","ClosPrimPartial",1,2020-05-11,2020-06-08
"Netherlands","ClosPubAnyPartial",1,2020-03-12,NA
"Netherlands","ClosSec",1,2020-03-16,2020-06-01
"Netherlands","ClosSecPartial",1,2020-06-02,2020-06-30
"Netherlands","ClosureOfPublicTransportPartial",1,2020-03-12,2020-05-31
"Netherlands","EntertainmentVenues",1,2020-03-12,2020-03-23
"Netherlands","EntertainmentVenuesPartial",1,2020-03-24,NA
"Netherlands","GymsSportsCentres",1,2020-03-16,2020-04-28
"Netherlands","GymsSportsCentresPartial",1,2020-04-29,2020-06-30
"Netherlands","IndoorOver100",1,2020-03-12,2020-03-22
"Netherlands","IndoorOver100",3,2020-07-01,2020-09-28
"Netherlands","IndoorOver5",1,2020-03-23,2020-06-01
"Netherlands","IndoorOver50",1,2020-06-02,2020-06-30
"Netherlands","IndoorOver50",3,2020-09-29,NA
"Netherlands","MasksMandatoryClosedSpaces",1,2020-06-01,NA
"Netherlands","MasksVoluntaryClosedSpaces",1,2020-09-30,NA
"Netherlands","MassGatherAll",1,2020-03-12,2020-06-30
"Netherlands","MassGatherAll",3,2020-09-29,NA
"Netherlands","MassGatherAllPartial",1,2020-07-01,2020-09-28
"Netherlands","OutdoorOver100",1,2020-03-12,2020-03-22
"Netherlands","OutdoorOver5",1,2020-03-23,2020-06-01
"Netherlands","OutdoorOver50",1,2020-09-29,NA
"Netherlands","OutdoorOver500",1,2020-07-01,2020-09-28
"Netherlands","PlaceOfWorship",1,2020-03-16,2020-05-31
"Netherlands","PlaceOfWorshipPartial",1,2020-06-01,2020-06-30
"Netherlands","RestaurantsCafes",1,2020-03-15,2020-05-31
"Netherlands","RestaurantsCafesPartial",1,2020-06-01,2020-06-30
"Netherlands","RestaurantsCafesPartial",3,2020-09-29,NA
"Netherlands","StayHomeGen",1,2020-03-16,2020-05-10
"Netherlands","StayHomeGenPartial",1,2020-05-11,2020-06-01
"Netherlands","StayHomeRiskG",1,2020-03-13,2020-06-26
"Netherlands","Teleworking",1,2020-03-12,NA
"Netherlands","WorkplaceClosures",1,2020-03-23,2020-05-10
"Norway","ClosDaycare",1,2020-03-12,2020-04-20
"Norway","ClosHigh",1,2020-03-12,2020-06-15
"Norway","ClosPrim",1,2020-03-12,2020-04-27
"Norway","ClosPubAnyPartial",1,2020-03-12,NA
"Norway","ClosSec",1,2020-03-12,2020-05-11
"Norway","EntertainmentVenues",1,2020-03-12,2020-05-31
"Norway","EntertainmentVenuesPartial",1,2020-06-01,2020-06-15
"Norway","GymsSportsCentres",1,2020-03-12,2020-06-15
"Norway","IndoorOver5",1,2020-03-12,2020-05-06
"Norway","IndoorOver50",1,2020-05-07,2020-06-14
"Norway","IndoorOver500",1,2020-06-15,NA
"Norway","MasksMandatoryClosedSpacesPartial",1,2020-08-14,NA
"Norway","MassGatherAll",1,2020-03-12,2020-06-14
"Norway","MassGatherAllPartial",1,2020-06-15,NA
"Norway","OutdoorOver5",1,2020-03-12,2020-05-06
"Norway","OutdoorOver50",1,2020-05-07,2020-06-14
"Norway","OutdoorOver500",1,2020-06-15,NA
"Norway","RestaurantsCafesPartial",1,2020-03-12,NA
"Norway","SocialCircle",1,2020-06-02,NA
"Norway","StayHomeRiskG",1,2020-03-12,2020-06-01
"Norway","Teleworking",1,2020-03-10,NA
"Poland","AdaptationOfWorkplace",1,2020-04-02,NA
"Poland","ClosDaycare",1,2020-03-12,2020-05-06
"Poland","ClosHigh",1,2020-03-12,2020-05-24
"Poland","ClosHighPartial",1,2020-05-25,2020-08-31
"Poland","ClosPrim",1,2020-03-12,2020-05-24
"Poland","ClosPrimPartial",1,2020-05-25,2020-08-31
"Poland","ClosPubAny",1,2020-03-14,2020-03-31
"Poland","ClosPubAnyPartial",1,2020-04-01,NA
"Poland","ClosSec",1,2020-03-12,2020-05-24
"Poland","ClosSecPartial",1,2020-05-25,2020-08-31
"Poland","ClosureOfPublicTransportPartial",1,2020-04-01,NA
"Poland","EntertainmentVenues",1,2020-03-14,2020-06-06
"Poland","EntertainmentVenuesPartial",1,2020-06-07,NA
"Poland","GymsSportsCentres",1,2020-03-14,2020-06-04
"Poland","GymsSportsCentresPartial",1,2020-06-05,NA
"Poland","HotelsOtherAccommodation",1,2020-03-14,2020-05-04
"Poland","IndoorOver100",1,2020-08-06,NA
"Poland","IndoorOver1000",1,2020-06-18,2020-08-05
"Poland","IndoorOver5",1,2020-04-02,2020-05-03
"Poland","IndoorOver50",1,2020-03-14,2020-04-01
"Poland","IndoorOver500",1,2020-03-10,2020-03-13
"Poland","MasksMandatoryAllSpaces",1,2020-04-16,2020-05-29
"Poland","MasksMandatoryAllSpacesPartial",1,2020-05-30,NA
"Poland","MasksMandatoryClosedSpacesPartial",1,2020-05-30,NA
"Poland","MassGatherAll",1,2020-03-10,2020-06-17
"Poland","MassGatherAllPartial",1,2020-06-18,NA
"Poland","NonEssentialShops",1,2020-03-14,2020-05-03
"Poland","NonEssentialShopsPartial",1,2020-05-04,2020-05-30
"Poland","OutdoorOver100",1,2020-05-30,2020-07-16
"Poland","OutdoorOver100",3,2020-08-06,NA
"Poland","OutdoorOver1000",1,2020-03-10,2020-03-13
"Poland","OutdoorOver1000",3,2020-07-17,2020-08-05
"Poland","OutdoorOver5",1,2020-04-02,2020-05-29
"Poland","OutdoorOver50",1,2020-03-14,2020-04-01
"Poland","PlaceOfWorshipPartial",1,2020-04-19,2020-05-30
"Poland","RestaurantsCafes",1,2020-03-14,2020-05-17
"Poland","RestaurantsCafesPartial",1,2020-05-18,2020-05-29
"Poland","StayHomeGen",1,2020-04-20,2020-05-04
"Poland","StayHomeOrder",1,2020-03-24,2020-04-19
"Poland","StayHomeRiskG",1,2020-03-08,NA
"Poland","Teleworking",1,2020-03-08,NA
"Portugal","ClosDaycare",1,2020-03-16,2020-05-17
"Portugal","ClosDaycarePartial",1,2020-05-18,2020-05-31
"Portugal","ClosHigh",1,2020-03-16,2020-05-17
"Portugal","ClosHighPartial",1,2020-05-18,2020-09-07
"Portugal","ClosPrim",1,2020-03-16,2020-09-14
"Portugal","ClosPubAny",1,2020-03-13,2020-03-17
"Portugal","ClosPubAnyPartial",1,2020-03-18,NA
"Portugal","ClosSec",1,2020-03-16,2020-05-17
"Portugal","ClosSecPartial",1,2020-05-18,2020-09-14
"Portugal","ClosureOfPublicTransportPartial",1,2020-03-18,NA
"Portugal","EntertainmentVenues",1,2020-03-13,2020-05-17
"Portugal","EntertainmentVenuesPartial",1,2020-05-18,NA
"Portugal","GymsSportsCentres",1,2020-03-15,2020-05-03
"Portugal","GymsSportsCentresPartial",1,2020-05-04,NA
"Portugal","IndoorOver100",1,2020-03-15,2020-05-02
"Portugal","IndoorOver50",1,2020-05-03,NA
"Portugal","MasksMandatoryClosedSpaces",1,2020-05-04,NA
"Portugal","MassGatherAll",1,2020-03-15,NA
"Portugal","NonEssentialShops",1,2020-03-15,2020-05-03
"Portugal","NonEssentialShopsPartial",1,2020-05-04,NA
"Portugal","OutdoorOver100",1,2020-03-15,2020-05-02
"Portugal","OutdoorOver50",1,2020-05-03,NA
"Portugal","PlaceOfWorship",1,2020-03-13,2020-05-30
"Portugal","RestaurantsCafes",1,2020-03-15,2020-05-17
"Portugal","RestaurantsCafesPartial",1,2020-05-18,NA
"Portugal","StayHomeGen",1,2020-03-19,2020-05-02
"Portugal","StayHomeRiskG",1,2020-03-18,NA
"Portugal","Teleworking",1,2020-03-16,2020-05-31
"Portugal","TeleworkingPartial",1,2020-06-01,NA
"Romania","AdaptationOfWorkplace",1,2020-03-16,NA
"Romania","ClosDaycare",1,2020-03-16,2020-06-14
"Romania","ClosDaycarePartial",1,2020-06-15,2020-09-14
"Romania","ClosHigh",1,2020-03-16,2020-06-14
"Romania","ClosHighPartial",1,2020-08-31,NA
"Romania","ClosPrim",1,2020-03-16,2020-06-14
"Romania","ClosPrimPartial",1,2020-06-15,2020-09-14
"Romania","ClosPubAny",1,2020-03-18,2020-05-13
"Romania","ClosPubAnyPartial",1,2020-05-14,NA
"Romania","ClosSec",1,2020-03-16,2020-06-01
"Romania","ClosSecPartial",1,2020-06-02,2020-09-14
"Romania","EntertainmentVenues",1,2020-03-18,2020-05-13
"Romania","EntertainmentVenuesPartial",1,2020-05-14,NA
"Romania","GymsSportsCentres",1,2020-03-18,2020-05-30
"Romania","GymsSportsCentresPartial",1,2020-05-31,2020-06-14
"Romania","HotelsOtherAccommodation",1,2020-03-18,2020-05-15
"Romania","IndoorOver5",1,2020-03-22,2020-05-31
"Romania","IndoorOver50",1,2020-09-01,NA
"Romania","MasksMandatoryClosedSpaces",1,2020-05-15,NA
"Romania","MassGatherAll",1,2020-03-18,2020-05-30
"Romania","MassGatherAllPartial",1,2020-05-31,NA
"Romania","NonEssentialShops",1,2020-03-22,2020-05-13
"Romania","NonEssentialShopsPartial",1,2020-05-14,2020-06-14
"Romania","OutdoorOver100",1,2020-03-18,2020-03-21
"Romania","OutdoorOver100",3,2020-06-15,NA
"Romania","OutdoorOver5",1,2020-03-22,2020-06-14
"Romania","PlaceOfWorship",1,2020-03-18,2020-05-14
"Romania","PlaceOfWorshipPartial",1,2020-05-15,NA
"Romania","RestaurantsCafes",1,2020-03-18,2020-06-14
"Romania","RestaurantsCafesPartial",1,2020-06-15,NA
"Romania","StayHomeOrder",1,2020-03-22,2020-05-13
"Romania","StayHomeOrderPartial",1,2020-05-14,2020-05-31
"Romania","StayHomeRiskG",1,2020-03-25,2020-05-14
"Romania","Teleworking",1,2020-03-16,2020-05-14
"Romania","TeleworkingPartial",1,2020-05-15,NA
"Slovakia","ClosDaycare",1,2020-03-16,2020-06-01
"Slovakia","ClosHigh",1,2020-03-12,2020-06-09
"Slovakia","ClosHighPartial",1,2020-06-10,NA
"Slovakia","ClosPrim",1,2020-03-12,2020-06-01
"Slovakia","ClosPubAny",1,2020-03-16,2020-05-20
"Slovakia","ClosPubAny",3,2020-10-01,NA
"Slovakia","ClosSec",1,2020-03-12,2020-06-01
"Slovakia","EntertainmentVenues",1,2020-03-16,2020-05-20
"Slovakia","GymsSportsCentres",1,2020-03-16,2020-05-20
"Slovakia","IndoorOver100",1,2020-05-28,2020-06-10
"Slovakia","IndoorOver50",1,2020-03-09,2020-05-27
"Slovakia","IndoorOver50",3,2020-10-01,NA
"Slovakia","IndoorOver500",1,2020-09-01,2020-09-30
"Slovakia","MasksMandatoryAllSpaces",1,2020-03-12,2020-04-20
"Slovakia","MasksMandatoryAllSpaces",3,2020-10-01,NA
"Slovakia","MasksMandatoryAllSpacesPartial",1,2020-04-21,2020-06-30
"Slovakia","MasksMandatoryClosedSpaces",1,2020-07-01,NA
"Slovakia","MasksVoluntaryAllSpaces",1,2020-07-01,2020-09-30
"Slovakia","MassGatherAll",1,2020-03-09,2020-06-10
"Slovakia","MassGatherAll",3,2020-09-01,NA
"Slovakia","OutdoorOver100",1,2020-05-28,2020-06-10
"Slovakia","OutdoorOver1000",1,2020-09-01,2020-09-30
"Slovakia","OutdoorOver50",1,2020-03-09,2020-05-27
"Slovakia","OutdoorOver50",3,2020-10-01,NA
"Slovakia","RestaurantsCafes",1,2020-03-16,2020-05-20
"Slovakia","RestaurantsCafes",3,2020-10-01,NA
"Slovenia","ClosDaycare",1,2020-03-12,2020-05-17
"Slovenia","ClosHigh",1,2020-03-12,2020-05-29
"Slovenia","ClosPrim",1,2020-03-12,2020-05-17
"Slovenia","ClosPrimPartial",1,2020-05-18,2020-06-01
"Slovenia","ClosPubAny",1,2020-03-14,2020-04-28
"Slovenia","ClosPubAnyPartial",1,2020-04-29,NA
"Slovenia","ClosSec",1,2020-03-12,2020-05-31
"Slovenia","ClosSecPartial",1,2020-06-01,2020-06-23
"Slovenia","ClosureOfPublicTransport",1,2020-03-14,2020-05-04
"Slovenia","EntertainmentVenues",1,2020-03-15,2020-04-28
"Slovenia","EntertainmentVenuesPartial",1,2020-04-29,NA
"Slovenia","GymsSportsCentres",1,2020-03-15,2020-05-17
"Slovenia","GymsSportsCentresPartial",1,2020-05-18,2020-06-01
"Slovenia","IndoorOver100",1,2020-03-10,2020-05-31
"Slovenia","IndoorOver50",1,2020-06-15,2020-07-08
"Slovenia","IndoorOver500",1,2020-03-07,2020-03-09
"Slovenia","IndoorOver500",3,2020-06-01,2020-06-14
"Slovenia","MasksMandatoryAllSpaces",1,2020-03-30,2020-06-01
"Slovenia","MasksMandatoryClosedSpaces",1,2020-06-25,NA
"Slovenia","MasksMandatoryClosedSpacesPartial",1,2020-06-01,2020-06-24
"Slovenia","MassGatherAll",1,2020-03-07,2020-07-08
"Slovenia","NonEssentialShops",1,2020-03-15,2020-04-20
"Slovenia","OutdoorOver5",1,2020-03-19,2020-05-17
"Slovenia","OutdoorOver50",1,2020-05-18,2020-05-31
"Slovenia","OutdoorOver500",1,2020-03-10,2020-03-18
"Slovenia","OutdoorOver500",3,2020-06-01,2020-06-14
"Slovenia","RestaurantsCafes",1,2020-03-15,2020-05-03
"Slovenia","RestaurantsCafesPartial",1,2020-05-04,2020-05-18
"Slovenia","StayHomeOrder",1,2020-03-19,2020-05-04
"Slovenia","Teleworking",1,2020-03-04,NA
"Slovenia","WorkplaceClosures",1,2020-03-15,2020-05-04
"Spain","AdaptationOfWorkplace",1,2020-04-11,NA
"Spain","ClosDaycare",1,2020-03-12,2020-08-27
"Spain","ClosHigh",1,2020-03-12,2020-08-27
"Spain","ClosPrim",1,2020-03-12,2020-08-27
"Spain","ClosPubAny",1,2020-03-14,2020-05-03
"Spain","ClosPubAnyPartial",1,2020-05-04,NA
"Spain","ClosSec",1,2020-03-12,2020-08-27
"Spain","EntertainmentVenues",1,2020-03-14,2020-05-10
"Spain","EntertainmentVenuesPartial",1,2020-05-11,NA
"Spain","GymsSportsCentres",1,2020-03-14,2020-05-03
"Spain","GymsSportsCentresPartial",1,2020-05-04,NA
"Spain","HotelsOtherAccommodation",1,2020-03-14,2020-05-31
"Spain","HotelsOtherAccommodationPartial",1,2020-06-01,NA
"Spain","IndoorOver5",1,2020-03-14,2020-06-01
"Spain","IndoorOver50",1,2020-06-02,NA
"Spain","MasksMandatoryAllSpaces",1,2020-08-04,NA
"Spain","MasksMandatoryClosedSpaces",1,2020-05-04,2020-05-21
"Spain","MasksVoluntaryClosedSpaces",1,2020-03-13,2020-05-03
"Spain","MassGatherAll",1,2020-03-14,NA
"Spain","NonEssentialShopsPartial",1,2020-10-01,NA
"Spain","OutdoorOver5",1,2020-03-14,2020-06-01
"Spain","OutdoorOver50",1,2020-06-02,NA
"Spain","PlaceOfWorshipPartial",1,2020-10-01,NA
"Spain","RestaurantsCafes",1,2020-03-14,2020-05-03
"Spain","RestaurantsCafesPartial",1,2020-05-04,NA
"Spain","SocialCircle",1,2020-08-27,NA
"Spain","StayHomeGen",1,2020-03-09,2020-03-13
"Spain","StayHomeOrder",1,2020-03-14,2020-05-03
"Spain","StayHomeOrderPartial",1,2020-05-04,2020-05-11
"Spain","StayHomeRiskG",1,2020-03-12,NA
"Spain","Teleworking",1,2020-03-09,2020-04-12
"Spain","TeleworkingPartial",1,2020-04-13,NA
"Sweden","AdaptationOfWorkplace",1,2020-07-08,NA
"Sweden","AdaptationOfWorkplacePartial",1,2020-03-25,2020-07-07
"Sweden","ClosHigh",1,2020-03-18,2020-06-15
"Sweden","ClosPubAny",1,2020-07-01,NA
"Sweden","ClosSec",1,2020-03-18,2020-06-15
"Sweden","IndoorOver50",1,2020-03-28,NA
"Sweden","IndoorOver500",1,2020-03-12,2020-03-27
"Sweden","MassGatherAll",1,2020-03-12,NA
"Sweden","OutdoorOver50",1,2020-03-29,NA
"Sweden","OutdoorOver500",1,2020-03-12,2020-03-28
"Sweden","RestaurantsCafes",1,2020-07-01,NA
"Sweden","StayHomeGen",1,2020-03-10,NA
"Sweden","StayHomeRiskG",1,2020-04-01,NA
"Sweden","Teleworking",1,2020-03-16,NA
"United Kingdom","ClosDaycare",1,2020-03-23,2020-05-31
"United Kingdom","ClosDaycarePartial",1,2020-06-01,2020-09-01
"United Kingdom","ClosPrim",1,2020-03-23,2020-05-31
"United Kingdom","ClosPrimPartial",1,2020-06-01,2020-09-01
"United Kingdom","ClosPubAny",1,2020-03-16,2020-05-09
"United Kingdom","ClosPubAnyPartial",1,2020-05-10,NA
"United Kingdom","ClosSec",1,2020-03-23,2020-06-14
"United Kingdom","ClosSecPartial",1,2020-06-15,2020-09-01
"United Kingdom","EntertainmentVenues",1,2020-03-16,2020-07-02
"United Kingdom","EntertainmentVenuesPartial",1,2020-07-03,NA
"United Kingdom","GymsSportsCentres",1,2020-03-20,2020-05-12
"United Kingdom","GymsSportsCentresPartial",1,2020-05-13,2020-07-09
"United Kingdom","HotelsOtherAccommodation",1,2020-03-24,2020-07-02
"United Kingdom","IndoorOver5",1,2020-03-24,2020-07-03
"United Kingdom","IndoorOver5",3,2020-09-14,NA
"United Kingdom","IndoorOver50",1,2020-07-04,2020-09-13
"United Kingdom","MasksMandatoryClosedSpaces",1,2020-07-27,NA
"United Kingdom","MasksVoluntaryClosedSpaces",1,2020-06-09,2020-07-26
"United Kingdom","MassGatherAll",1,2020-03-24,NA
"United Kingdom","NonEssentialShops",1,2020-03-23,2020-05-09
"United Kingdom","NonEssentialShopsPartial",1,2020-05-10,2020-06-12
"United Kingdom","OutdoorOver5",1,2020-03-24,2020-05-27
"United Kingdom","OutdoorOver5",3,2020-09-14,NA
"United Kingdom","OutdoorOver50",1,2020-05-28,2020-09-13
"United Kingdom","PlaceOfWorship",1,2020-03-24,2020-05-18
"United Kingdom","RestaurantsCafes",1,2020-03-16,2020-07-02
"United Kingdom","RestaurantsCafesPartial",1,2020-09-24,NA
"United Kingdom","SocialCircle",1,2020-09-09,NA
"United Kingdom","StayHomeGen",1,2020-03-16,2020-03-23
"United Kingdom","StayHomeOrder",1,2020-03-24,2020-05-09
"United Kingdom","StayHomeOrderPartial",1,2020-05-10,2020-07-04
"United Kingdom","StayHomeRiskG",1,2020-03-16,2020-07-05
"United Kingdom","StayHomeRiskGPartial",1,2020-07-06,2020-08-01
"United Kingdom","Teleworking",1,2020-03-16,2020-05-09
"United Kingdom","TeleworkingPartial",1,2020-05-10,NA
